"State","County","Worst.Crime.Display","Crime.Category","Year.of.Crime","Year.of.1st.Conviction"
"New York","Bronx","Murder","Misconduct",1987,1988
"Texas","Hidalgo","Burglary/Unlawful Entry","Misdemeanor",2014,2016
"Florida","Martin","Drug Possession or Sale","Misdemeanor",2018,2018
"Illinois","Cook","Murder","Misconduct",1993,1994
"New York","Bronx","Sexual Assault","Misconduct",1987,1988
"Oregon","Clackamas","Murder","Misconduct",1986,1986
"Rhode Island","Providence","Robbery","Misconduct",1992,1994
"Illinois","Cook","Attempted Murder","Misconduct",2006,2009
"Connecticut","New Haven","Murder","Misconduct",1990,1994
"California","Solano","Murder","Misconduct",1997,1998
"California","Los Angeles","Robbery","Misconduct",2013,2014
"North Carolina","Mecklenburg","Murder","Misconduct",2006,2007
"Illinois","Cook","Murder","Misconduct",1995,1997
"Louisiana","Orleans","Murder","Misconduct",1993,1994
"New York","Bronx","Murder","Misconduct",1991,1993
"Virginia","Norfolk City","Attempt, Violent","Misconduct",1993,1993
"Kansas","Shawnee","Assault","Misconduct",2014,2014
"Maryland","Baltimore City","Murder","Misconduct",2004,2005
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2004,2005
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2006,2006
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2004,2004
"California","Los Angeles","Murder","Misconduct",1978,1983
"Connecticut","New Haven","Conspiracy","Nonviolent felony",2016,2018
"Montana","Deer Lodge","Sexual Assault","Misconduct",2012,2013
"Texas","Williamson","Murder","Misconduct",1986,1987
"Louisiana","Orleans","Murder","Misconduct",1994,1995
"Tennessee","Shelby","Other Nonviolent Felony","Nonviolent felony",2019,2021
"New York","Kings","Murder","Misconduct",1995,1997
"Colorado","Denver","Sexual Assault","Misconduct",1987,1988
"Oregon","Multnomah","Other Nonviolent Felony","Nonviolent felony",2004,2004
"Texas","Nueces","Child Sex Abuse","Misconduct",1995,1996
"Pennsylvania","Philadelphia","Sexual Assault","Misconduct",1985,1987
"New York","Queens","Threats","Violent felony",1990,1992
"Texas","Cameron","Murder","Misconduct",1987,1988
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2008,2008
"Texas","Dallas","Murder","Misconduct",1999,2000
"Ohio","Warren","Drug Possession or Sale","Misdemeanor",1986,1986
"Illinois","Cook","Murder","Misconduct",1992,1993
"Michigan","Genesee","Attempted Murder","Misconduct",2021,2022
"Texas","Montgomery","Child Sex Abuse","Misconduct",1986,1986
"Pennsylvania","Fayette","Murder","Misconduct",1977,1986
"New York","Cayuga","Weapon Possession or Sale","Misdemeanor",2015,2015
"Illinois","Cook","Murder","Misconduct",1997,2000
"California","Los Angeles","Assault","Misconduct",1996,1996
"Illinois","Cook","Murder","Misconduct",1985,1986
"Oklahoma","Custer","Murder","Misconduct",1984,1985
"Illinois","Macon","Burglary/Unlawful Entry","Misdemeanor",2012,2013
"Oklahoma","Tulsa","Murder","Misconduct",1994,1995
"Wisconsin","Wood","Sexual Assault","Misconduct",1998,1999
"Pennsylvania","Philadelphia","Murder","Misconduct",1980,1983
"Texas","Travis","Murder","Misconduct",1996,1996
"Fed-NY","(Eastern)","Drug Possession or Sale","Misdemeanor",2009,2010
"Florida","Duval","Murder","Misconduct",1976,1976
"Illinois","Cook","Murder","Misconduct",1992,1996
"Washington","Lewis","Child Sex Abuse","Misconduct",1980,1981
"Illinois","Cook","Murder","Misconduct",1986,1990
"New Jersey","Essex","Child Sex Abuse","Misconduct",2000,2002
"Illinois","Cook","Murder","Misconduct",1995,1997
"Missouri","Dent","Murder","Misconduct",1982,2009
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2004,2004
"California","Los Angeles","Assault","Misconduct",1996,1996
"California","Los Angeles","Drug Possession or Sale","Misdemeanor",1996,1997
"Fed-TX","(Western)","Sex Offender Registration","Nonviolent felony",2019,2019
"Florida","Martin","Attempted Murder","Misconduct",1986,1987
"New York","Queens","Attempted Murder","Misconduct",2005,2006
"Illinois","Cook","Murder","Misconduct",1994,1995
"Ohio","Tuscarawas","Child Sex Abuse","Misconduct",1992,1993
"Indiana","St. Joseph","Child Sex Abuse","Misconduct",2000,2003
"Pennsylvania","Allegheny","Murder","Misconduct",1981,1982
"District of Columbia",NA,"Murder","Misconduct",1985,1986
"Georgia","Chatham","Murder","Misconduct",1978,1980
"Michigan","Iosco","Murder","Misconduct",1980,2010
"Louisiana","Orleans","Murder","Misconduct",1994,1996
"Missouri","Jackson","Sexual Assault","Misconduct",1983,1984
"Illinois","St. Clair","Murder","Misconduct",1988,1989
"Pennsylvania","Cumberland","Sexual Assault","Misconduct",1982,1982
"California","Los Angeles","Drug Possession or Sale","Misdemeanor",1997,1997
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2004,2005
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2006,2007
"Arkansas","Crawford","Murder","Misconduct",2001,2002
"California","Los Angeles","Drug Possession or Sale","Misdemeanor",1991,1992
"Illinois","Cook","Murder","Misconduct",1979,1980
"New York","Bronx","Sexual Assault","Misconduct",1984,1985
"California","Los Angeles","Murder","Misconduct",2011,2013
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2013,2013
"California","Contra Costa","Other Nonviolent Misdemeanor","Misdemeanor",2013,2013
"New York","New York","Murder","Misconduct",1986,1987
"Texas","Dallas","Child Sex Abuse","Misconduct",1982,1982
"California","Santa Clara","Murder","Misconduct",1984,1987
"Pennsylvania","Philadelphia","Murder","Misconduct",1992,1994
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2007,2008
"Michigan","Wayne","Murder","Misconduct",2005,2005
"New York","New York","Robbery","Misconduct",2007,2008
"Texas","Sabine","Sex Offender Registration","Nonviolent felony",2013,2013
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2014,2014
"Texas","Galveston","Drug Possession or Sale","Misdemeanor",2022,2022
"Fed-NY","(Southern)","Attempt, Violent","Misconduct",2013,2015
"Michigan","Wayne","Murder","Misconduct",2014,2016
"Texas","Tarrant","Murder","Misconduct",1996,1998
"Fed-DE",NA,"Fraud","Nonviolent felony",2010,2018
"Washington","Clark","Sexual Assault","Misconduct",1993,1993
"Massachusetts","Hampden","Child Sex Abuse","Misconduct",1989,1992
"Mississippi","Hinds","Robbery","Misconduct",1995,1997
"Connecticut","Fairfield","Other Nonviolent Felony","Nonviolent felony",2010,2012
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2014,2014
"California","Monterey","Murder","Misconduct",1994,1995
"Fed-NY","(Eastern)","Fraud","Nonviolent felony",2003,2009
"New York","Jefferson","Murder","Misconduct",1984,1985
"Fed-CA","(Central)","Fraud","Nonviolent felony",2009,2015
"Texas","Travis","Murder","Misconduct",1988,1989
"Illinois","Cook","Murder","Misconduct",2002,2005
"California","Orange","Robbery","Misconduct",2005,2005
"California","Los Angeles","Drug Possession or Sale","Misdemeanor",1997,1997
"California","Los Angeles","Murder","Misconduct",1984,1985
"Fed-NY","(Eastern)","Fraud","Nonviolent felony",2003,2009
"Florida","Manatee","Drug Possession or Sale","Misdemeanor",1997,1998
"New York","Bronx","Murder","Misconduct",2009,2013
"District of Columbia",NA,"Sexual Assault","Misconduct",1981,1981
"Florida","Jackson","Drug Possession or Sale","Misdemeanor",2018,2018
"New York","Richmond","Sexual Assault","Misconduct",1997,1998
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2014,2014
"Pennsylvania","Philadelphia","Murder","Misconduct",1988,1996
"New York","Kings","Fraud","Nonviolent felony",1993,1997
"California","Marin","Other Violent Felony","Misconduct",2018,2018
"New York","Bronx","Sexual Assault","Misconduct",2013,2015
"New York","Erie","Child Sex Abuse","Misconduct",1991,1993
"New Jersey","Union","Child Sex Abuse","Misconduct",2001,2004
"Massachusetts","Berkshire","Attempted Murder","Misconduct",2000,2002
"Washington","King","Robbery","Misconduct",2003,2003
"New York","Suffolk","Official Misconduct","Nonviolent felony",2014,2014
"Texas","Swisher","Drug Possession or Sale","Misdemeanor",1998,2000
"California","Los Angeles","Weapon Possession or Sale","Misdemeanor",1996,1996
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2003,2004
"Illinois","Cook","Murder","Misconduct",1986,1988
"Illinois","Cook","Murder","Misconduct",1986,1988
"Massachusetts","Middlesex","Child Sex Abuse","Misconduct",1982,1983
"Minnesota","Houston","Child Sex Abuse","Misconduct",2003,2006
"Illinois","Will","Assault","Misconduct",2013,2015
"New York","New York","Sexual Assault","Misconduct",1984,1985
"New York","Queens","Weapon Possession or Sale","Misdemeanor",2006,2010
"Pennsylvania","Philadelphia","Murder","Misconduct",2010,2013
"Illinois","Cook","Murder","Misconduct",1984,1985
"California","Los Angeles","Drug Possession or Sale","Misdemeanor",1997,1997
"New York","New York","Murder","Misconduct",1989,1993
"California","Fresno","Murder","Misconduct",2001,2003
"New York","Erie","Manslaughter","Misconduct",2004,2006
"California","Los Angeles","Fraud","Nonviolent felony",2001,2005
"Illinois","Cook","Murder","Misconduct",1997,2000
"Puerto Rico","Aguadilla","Murder","Misconduct",1988,1994
"New Jersey","Passaic","Murder","Misconduct",1997,2001
"New York","Orange","Sexual Assault","Misconduct",1983,1984
"Kentucky","Whitley","Murder","Misconduct",1997,1999
"Wisconsin","Milwaukee","Murder","Misconduct",1995,1996
"Pennsylvania","Philadelphia","Murder","Misconduct",2000,2004
"California","Los Angeles","Assault","Misconduct",1996,1997
"Texas","Nueces","Murder","Misconduct",2006,2007
"Michigan","Wayne","Murder","Misconduct",1987,1988
"Maryland","Baltimore City","Murder","Misconduct",1987,1988
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2007,2007
"New York","Monroe","Attempt, Violent","Misconduct",2012,2013
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2003,2004
"New York","St. Lawrence","Murder","Misconduct",2005,2006
"New York","Cayuga","Weapon Possession or Sale","Misdemeanor",2015,2016
"Pennsylvania","Allegheny","Murder","Misconduct",1958,1959
"New York","Kings","Murder","Misconduct",1995,1996
"California","Solano","Murder","Misconduct",1997,1998
"Tennessee","Campbell","Murder","Misconduct",2008,2010
"New York","Erie","Sexual Assault","Misconduct",1984,1985
"Alabama","Marshall","Murder","Misconduct",1990,1992
"New York","Rockland","Other Nonviolent Felony","Nonviolent felony",2012,2012
"Florida","Pasco","Drug Possession or Sale","Misdemeanor",1997,2004
"Michigan","Wayne","Sexual Assault","Misconduct",2005,2006
"Connecticut","New London","Sexual Assault","Misconduct",1997,2000
"California","Orange","Weapon Possession or Sale","Misdemeanor",2003,2005
"Illinois","Macon","Murder","Misconduct",1998,2000
"Texas","Bexar","Child Sex Abuse","Misconduct",1984,1985
"New York","Queens","Assault","Misconduct",1998,2000
"Ohio","Medina","Child Sex Abuse","Misconduct",1992,1994
"California","Kern","Child Sex Abuse","Misconduct",1984,1985
"Fed-NY","(Southern)","Supporting Terrorism","Misconduct",2003,2005
"Idaho","Kootenai","Murder","Misconduct",1980,1981
"Alabama","Baldwin","Murder","Misconduct",1973,1973
"Alabama","Mobile","Murder","Misconduct",1973,1973
"Alabama","Mobile","Murder","Misconduct",1973,1973
"Indiana","Elkhart","Attempted Murder","Misconduct",1996,1998
"Nebraska","Lancaster","Murder","Misconduct",1955,1956
"Oklahoma","Tulsa","Child Sex Abuse","Misconduct",1995,1997
"North Carolina","Henderson","Child Sex Abuse","Misconduct",1992,1994
"Fed-TN","(Eastern)","Fraud","Nonviolent felony",2007,2009
"Mississippi","Kemper","Assault","Misconduct",2011,2011
"Washington","Clark","Child Sex Abuse","Misconduct",2008,2010
"Maryland","Baltimore City","Murder","Misconduct",1999,2000
"Fed-NY","(Southern)","Tax Evasion/Fraud","Nonviolent felony",2004,2011
"Kentucky","Knox","Murder","Misconduct",1993,1994
"Massachusetts","Suffolk","Murder","Misconduct",1995,1996
"Fed-MD",NA,"Fraud","Nonviolent felony",2013,2014
"Fed-MD",NA,"Fraud","Nonviolent felony",2013,2014
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2007,2007
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2004,2005
"Illinois","Cook","Murder","Misconduct",1992,1995
"North Carolina","New Hanover","Assault","Misconduct",1971,1972
"Illinois","Cook","Murder","Misconduct",2002,2003
"Illinois","Cook","Murder","Misconduct",1986,1989
"Pennsylvania","Philadelphia","Murder","Misconduct",2007,2009
"Illinois","Cook","Weapon Possession or Sale","Misdemeanor",2006,2007
"Minnesota","Hennepin","Sex Offender Registration","Nonviolent felony",2008,2008
"Fed-KY","(Eastern)","Fraud","Nonviolent felony",2013,2016
"New York","Onondaga","Child Sex Abuse","Misconduct",1989,1989
"Oregon","Multnomah","Murder","Misconduct",1990,1991
"Fed-MD",NA,"Weapon Possession or Sale","Misdemeanor",2014,2015
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2005,2006
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2004,2005
"Minnesota","Hennepin","Other Violent Felony","Misconduct",1988,1989
"California","Santa Clara","Child Sex Abuse","Misconduct",1990,1990
"New York","Monroe","Sexual Assault","Misconduct",1976,1976
"Arizona","Pima","Murder","Misconduct",1998,2000
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2007,2008
"Alaska","Fairbanks","Murder","Misconduct",1997,1999
"Florida","Pinellas","Manslaughter","Misconduct",1998,2000
"New York","Bronx","Attempted Murder","Misconduct",1996,1999
"New York","Bronx","Assault","Misconduct",1986,1988
"New York","Bronx","Assault","Misconduct",1986,1989
"Texas","Leon","Drug Possession or Sale","Misdemeanor",1998,2003
"Florida","Broward","Murder","Misconduct",1994,1999
"Illinois","Cook","Sexual Assault","Misconduct",1992,1996
"Georgia","DeKalb","Murder","Misconduct",2001,2001
"New York","Bronx","Murder","Misconduct",1995,1997
"New York","Bronx","Murder","Misconduct",1995,1997
"Fed-NY","(Northern)","Immigration","Nonviolent felony",2000,2000
"California","Ventura","Robbery","Misconduct",2011,2012
"Rhode Island","Providence","Drug Possession or Sale","Misdemeanor",2001,2002
"California","Orange","Robbery","Misconduct",2000,2001
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2015,2015
"Illinois","Kane","Murder","Misconduct",1995,1996
"New York","Kings","Murder","Misconduct",1999,2001
"Illinois","Cook","Drug Possession or Sale","Misdemeanor",2007,2009
"New York","New York","Weapon Possession or Sale","Misdemeanor",2008,2008
"Massachusetts","Hampden","Sexual Assault","Misconduct",1985,1987
"Georgia","Camden","Murder","Misconduct",1985,2003
"Michigan","Oakland","Child Sex Abuse","Misconduct",2005,2006
"Illinois","Cook","Weapon Possession or Sale","Misdemeanor",2005,2005
"Michigan","Oakland","Sexual Assault","Misconduct",1990,1990
"New York","New York","Sexual Assault","Misconduct",1991,1992
"Florida","Palm Beach","Assault","Misconduct",2000,2001
"California","Los Angeles","Drug Possession or Sale","Misdemeanor",1996,1996
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2014,2014
"Michigan","Kalkaska","Murder","Misconduct",1996,1998
"Utah","Weber","Child Sex Abuse","Misconduct",1989,1990
"Nebraska","Douglas","Murder","Misconduct",1994,1994
"New Jersey","Burlington","Murder","Misconduct",1987,1989
"Wisconsin","Winnebago","Sexual Assault","Misconduct",1990,1990
"Minnesota","Mille Lacs","Weapon Possession or Sale","Misdemeanor",2012,2012
"Utah","Utah","Sexual Assault","Misconduct",1996,1996
"Maryland","Baltimore City","Murder","Misconduct",1994,1995
"Ohio","Vinton","Murder","Misconduct",1998,1999
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2009,2009
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2015,2015
"Texas","Brown","Murder","Misconduct",2009,2011
"Ohio","Cuyahoga","Attempted Murder","Misconduct",2006,2007
"Fed-WI","(Western)","Fraud","Nonviolent felony",2006,2011
"Texas","Dallas","Sexual Assault","Misconduct",1990,1990
"Illinois","Cook","Murder","Misconduct",1992,1995
"Michigan","Wayne","Murder","Misconduct",1971,1972
"Michigan","Oakland","Robbery","Misconduct",1971,1971
"Oregon","Marion","Child Sex Abuse","Misconduct",1990,1991
"Texas","Dallas","Sexual Assault","Misconduct",1982,1982
"Massachusetts","Middlesex","Murder","Misconduct",1980,1990
"Wisconsin","Brown","Murder","Misconduct",1992,1995
"New York","New York","Murder","Misconduct",1994,1994
"California","Butte","Child Sex Abuse","Misconduct",2003,2004
"Oklahoma","Oklahoma","Sexual Assault","Misconduct",1985,1986
"Texas","Montgomery","Drug Possession or Sale","Misdemeanor",2014,2014
"North Carolina","Madison","Child Sex Abuse","Misconduct",1990,1992
"New York","Monroe","Murder","Misconduct",2001,2003
"New Jersey","Union","Murder","Misconduct",1994,1996
"Texas","Bexar","Assault","Misconduct",2007,2009
"Texas","Dallas","Child Sex Abuse","Misconduct",1984,1984
"California","Los Angeles","Murder","Misconduct",2004,2005
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2006,2006
"Indiana","Lake","Sexual Assault","Misconduct",1989,1991
"Ohio","Cuyahoga","Sexual Assault","Misconduct",1990,1991
"New Jersey","Camden","Manslaughter","Misconduct",2005,2007
"Texas","Harris","Drug Possession or Sale","Misdemeanor",2014,2014
"Illinois","Cook","Attempted Murder","Misconduct",2001,2005
"Texas","McLennan","Sexual Assault","Misconduct",1992,1994
"New Jersey","Camden","Drug Possession or Sale","Misdemeanor",2008,2009
"California","Kern","Child Sex Abuse","Misconduct",1984,1985
"California","Kern","Child Sex Abuse","Misconduct",1984,1985
"Kentucky","Whitley","Child Sex Abuse","Misconduct",2000,2001
"California","San Mateo","Assault","Misconduct",2004,2005
"California","Tehama","Child Sex Abuse","Misconduct",2000,2001
"Michigan","Wayne","Assault","Misconduct",2000,2001
"Rhode Island","Providence","Assault","Misconduct",2005,2008
